input1,input2,output1,output2
0,0,5.33707114720894E-29,0
0.102040816326531,0,0.5736609293458,4.51528997733258E-144
0.204081632653061,0,1.93947887015005,1.06992853029018E-29
0.306122448979592,0,3.57895685289431,2.23178122447057E-10
0.408163265306122,0,5.21329183561854,0.000321970430981
0.510204081632653,0,6.55015397166066,0.12428455360783
0.612244897959184,0,7.55720827817835,2.30202806301839
0.714285714285714,0,8.08479079828726,11.1258304930299
0.816326530612245,0,8.2445145347352,27.4990878325733
0.918367346938776,0,8.08820133934971,47.1731983306457
1.02040816326531,0,7.52676670254022,65.4329263838978
1.12244897959184,0,6.75745777380277,79.702266644003
1.22448979591837,0,5.91570559751907,89.4334574885259
1.3265306122449,0,5.0136079965783,95.2432852222903
1.42857142857143,0,4.13492545492493,98.2097146828852
1.53061224489796,0,3.31818936397497,99.4394607139616
1.63265306122449,0,2.57326827283458,99.8176728094603
1.73469387755102,0,1.94457815110671,99.892127573477
1.83673469387755,0,1.40980261089082,99.8996156831836
1.93877551020408,0,0.991827201156649,99.8999681316399
2.04081632653061,0,0.662992730441577,99.8999978043208
2.14285714285714,0,0.411474718646285,99.8999999791818
2.24489795918367,0,0.219485689010791,99.8999999999989
2.3469387755102,0,0.084580186240524,99.9
2.44897959183673,0,0.010383638685433,99.9
2.55102040816327,0,0.011460002539362,99.9
2.6530612244898,0,0.116206126053856,99.8998924971287
2.75510204081633,0,0.365782142720422,92.9770302552593
2.85714285714286,0,0.81488770604241,50.3726310232553
2.95918367346939,0,1.52172516941952,19.0203829268868
3.06122448979592,0,2.53442561444391,6.5481679147601
3.16326530612245,0,3.89940712672836,2.17776497911906
3.26530612244898,0,5.67235897326017,0.688653116702139
3.36734693877551,0,7.80113906983098,0.198858367140135
3.46938775510204,0,10.4401750687375,0.049619139045547
3.57142857142857,0,13.2085785263149,0.00994660365815
3.6734693877551,0,16.3332849416,0.001451996224434
3.77551020408163,0,19.2074227502831,0.000134670611537
3.87755102040816,0,22.0872326348432,6.51836257209279E-06
3.97959183673469,0,24.1857935557486,1.22385006999212E-07
4.08163265306122,0,25.570810780056,5.57414661573285E-10
4.18367346938776,0,26.2652067135089,2.8133851729115E-13
4.28571428571429,0,25.5766663749364,3.91525962204565E-18
4.38775510204082,0,23.3376263619227,1.04618052567631E-25
4.48979591836735,0,19.9754369741274,1.92448296017169E-38
4.59183673469388,0,15.64348049815,2.97858060549294E-62
4.69387755102041,0,10.6891296656151,1.42621736475812E-114
4.79591836734694,0,5.6455670904186,8.12008896672678E-267
4.89795918367347,0,1.65860902743728,0
5,0,0,0
0,0.102040816326531,0.026321114480068,5.19341030934889E-147
0.102040816326531,0.102040816326531,0.566699459324092,2.30021681075019E-57
0.204081632653061,0.102040816326531,1.82088443269786,1.78295011931657E-18
0.306122448979592,0.102040816326531,3.33122920073179,5.58327290748267E-07
0.408163265306122,0.102040816326531,4.8231712998683,0.0101507753637
0.510204081632653,0.102040816326531,6.12045024637569,0.780814718099186
0.612244897959184,0.102040816326531,6.99257556970971,6.79813076542747
0.714285714285714,0.102040816326531,7.48243773367998,21.8103620718421
0.816326530612245,0.102040816326531,7.43553053152564,42.1900366341983
0.918367346938776,0.102040816326531,7.21759231279338,61.9062523389948
1.02040816326531,0.102040816326531,6.69562336901577,77.435636468962
1.12244897959184,0.102040816326531,6.00678680857946,88.0187645534315
1.22448979591837,0.102040816326531,5.24676575716088,94.3814035410685
1.3265306122449,0.102040816326531,4.37664786585718,97.7268251566452
1.42857142857143,0.102040816326531,3.55003555215783,99.2149333529704
1.53061224489796,0.102040816326531,2.81560462105044,99.7418633614269
1.63265306122449,0.102040816326531,2.18560679725825,99.8765431486025
1.73469387755102,0.102040816326531,1.62899152261424,99.8979928238308
1.83673469387755,0.102040816326531,1.17155232738547,99.8998299500552
1.93877551020408,0.102040816326531,0.830398540709467,99.8999751985976
2.04081632653061,0.102040816326531,0.562076226029306,99.8999983385703
2.14285714285714,0.102040816326531,0.353110241583064,99.8999999854663
2.24489795918367,0.102040816326531,0.201290437901225,99.8999999999993
2.3469387755102,0.102040816326531,0.097808414173603,99.9
2.44897959183673,0.102040816326531,0.04423639248152,99.9
2.55102040816327,0.102040816326531,0.056439731965266,99.9
2.6530612244898,0.102040816326531,0.162744689913983,99.899932060635
2.75510204081633,0.102040816326531,0.40453154668185,94.1168885189259
2.85714285714286,0.102040816326531,0.828796644184845,53.2574780152942
2.95918367346939,0.102040816326531,1.49369526775209,20.6644006088781
3.06122448979592,0.102040816326531,2.48202899339953,7.21024350336038
3.16326530612245,0.102040816326531,3.81233521451831,2.415855131297
3.26530612244898,0.102040816326531,5.52318255703967,0.768106529733961
3.36734693877551,0.102040816326531,7.714040612598,0.223084808309674
3.46938775510204,0.102040816326531,10.1027586353519,0.05614618334387
3.57142857142857,0.102040816326531,12.9664200927672,0.011425760413589
3.6734693877551,0.102040816326531,15.8034959810535,0.00171185242193
3.77551020408163,0.102040816326531,18.7533815445827,0.000165595078695
3.87755102040816,0.102040816326531,21.4189261331673,8.54786817192077E-06
3.97959183673469,0.102040816326531,23.8841051568042,1.76543760542708E-07
4.08163265306122,0.102040816326531,25.3749288776417,9.25395690423155E-10
4.18367346938776,0.102040816326531,26.0652063826457,5.76781283633304E-13
4.28571428571429,0.102040816326531,25.2823060601293,1.11670160503599E-17
4.38775510204082,0.102040816326531,23.584951280702,5.18253157747171E-25
4.48979591836735,0.102040816326531,20.4217317262427,2.64207798387408E-37
4.59183673469388,0.102040816326531,16.3185214667812,3.64771093910473E-60
4.69387755102041,0.102040816326531,11.3788135079894,6.96667138348118E-110
4.79591836734694,0.102040816326531,6.6786059053705,3.67434300551992E-251
4.89795918367347,0.102040816326531,2.85454345518889,0
5,0.102040816326531,1.27485050936428,0
0,0.204081632653061,0.090458118413916,1.4466808686804E-34
0.102040816326531,0.204081632653061,0.589988935805202,3.48819301210514E-20
0.204081632653061,0.204081632653061,1.77171449113883,3.59992356117427E-09
0.306122448979592,0.204081632653061,3.19822769080321,0.000740703337544
0.408163265306122,0.204081632653061,4.55708914095343,0.220666872696343
0.510204081632653,0.204081632653061,5.67408377491016,3.65992973144463
